epoch,step,training_cardinality_error,training_loss,training_loss_bbox,training_loss_ce,training_loss_giou,validation_cardinality_error,validation_loss,validation_loss_bbox,validation_loss_ce,validation_loss_giou
2,29,1.0,3.417074203491211,0.19398531317710876,0.5566452145576477,0.9452511668205261,,,,,
2,30,1.0,2.9479660987854004,0.15640667080879211,0.5638506412506104,0.8010410070419312,,,,,
2,31,1.0,2.1748552322387695,0.10495930165052414,0.5448684096336365,0.5525951981544495,,,,,
2,32,1.0,3.76297926902771,0.2672675549983978,0.5293490886688232,0.9486461877822876,,,,,
2,32,,,,,,1.329545497894287,2.852114677429199,0.13267816603183746,0.5892128348350525,0.7997555136680603
3,33,1.5,2.722839117050171,0.14601758122444153,0.6214743852615356,0.685638427734375,,,,,
3,34,1.25,2.5878424644470215,0.08571704477071762,0.5498944520950317,0.8046814203262329,,,,,
3,35,1.0,2.403867244720459,0.11667568236589432,0.5303792953491211,0.645054817199707,,,,,
3,36,0.5,1.912880778312683,0.0692601427435875,0.3545398414134979,0.6060200929641724,,,,,
3,37,1.5,2.478365898132324,0.1198427826166153,0.6016600728034973,0.638745903968811,,,,,
3,38,1.25,1.9300365447998047,0.07107970863580704,0.527416467666626,0.5236107707023621,,,,,
3,39,1.25,3.0683188438415527,0.200260192155838,0.5363257527351379,0.7653459906578064,,,,,
3,40,0.75,1.8175169229507446,0.08302168548107147,0.39835748076438904,0.5020254850387573,,,,,
3,41,1.75,2.924170732498169,0.11945116519927979,0.6274781227111816,0.8497183918952942,,,,,
3,42,1.75,2.4312386512756348,0.09540028870105743,0.6368305087089539,0.6587032675743103,,,,,
3,43,1.0,2.421853542327881,0.13027849793434143,0.43598058819770813,0.6672402620315552,,,,,
3,43,,,,,,1.329545497894287,2.8113996982574463,0.1285805106163025,0.5424186587333679,0.8130391836166382
4,44,1.0,2.915011405944824,0.11319276690483093,0.4432601034641266,0.9528937339782715,,,,,
4,45,1.25,2.241126298904419,0.08701935410499573,0.50523841381073,0.6503955721855164,,,,,
4,46,1.25,2.0899534225463867,0.08792408555746078,0.5222926735877991,0.5640200972557068,,,,,
4,47,1.25,2.3130462169647217,0.09405442327260971,0.5152938365936279,0.6637401580810547,,,,,
4,48,2.25,2.652973175048828,0.11571219563484192,0.7050316333770752,0.6846903562545776,,,,,
4,49,1.25,2.583590507507324,0.1478341817855835,0.5282816886901855,0.6580688953399658,,,,,
4,50,1.5,3.4268269538879395,0.15649428963661194,0.5722171068191528,1.0360692739486694,,,,,
4,51,1.25,2.663236618041992,0.10477668046951294,0.5393899083137512,0.7999817132949829,,,,,
4,52,1.75,3.8174047470092773,0.1880331188440323,0.6269771456718445,1.1251310110092163,,,,,
4,53,1.0,2.95021390914917,0.12682506442070007,0.4295896589756012,0.9432494044303894,,,,,
4,54,2.0,2.576174020767212,0.08705957233905792,0.6740964651107788,0.7333898544311523,,,,,
4,54,,,,,,1.329545497894287,2.833683729171753,0.13572047650814056,0.5253360867500305,0.8148727416992188
5,55,1.0,2.089068651199341,0.08246490359306335,0.4491353929042816,0.6138043403625488,,,,,
5,56,1.0,2.2613916397094727,0.0912705659866333,0.41620194911956787,0.6944184899330139,,,,,
5,57,1.0,2.0045864582061768,0.09580650925636292,0.4727027714252472,0.5264256000518799,,,,,
5,58,1.0,2.7471070289611816,0.15321464836597443,0.45818400382995605,0.7614248991012573,,,,,
5,59,1.25,2.159651279449463,0.07943644374608994,0.4402311146259308,0.6611189246177673,,,,,
5,60,1.75,2.7173116207122803,0.10254941135644913,0.6561434864997864,0.7742105722427368,,,,,
5,61,0.75,1.5967665910720825,0.059725433588027954,0.3885054290294647,0.454816997051239,,,,,
5,62,1.25,2.744842052459717,0.11903693526983261,0.5166789889335632,0.8164891600608826,,,,,
5,63,1.5,2.835482597351074,0.17466136813163757,0.5827406644821167,0.6897174715995789,,,,,
5,64,1.5,2.6992595195770264,0.12904740869998932,0.5744860768318176,0.7397682070732117,,,,,
5,65,1.0,2.127481460571289,0.0702923908829689,0.3954830765724182,0.6902681589126587,,,,,
5,65,,,,,,1.329545497894287,3.2501282691955566,0.15020860731601715,0.5310660600662231,0.984009325504303
6,66,1.5,2.586009979248047,0.10238941758871078,0.5824787020683289,0.7457920908927917,,,,,
6,67,1.25,3.4263992309570312,0.2696436047554016,0.5536201596260071,0.7622805833816528,,,,,
6,68,0.75,2.5425848960876465,0.11480356752872467,0.3831879794597626,0.7926895022392273,,,,,
6,69,1.25,2.9984960556030273,0.1823054999113083,0.46900859475135803,0.8089799880981445,,,,,
6,70,1.25,3.143752098083496,0.13468261063098907,0.46178436279296875,1.0042773485183716,,,,,
6,71,1.5,2.4137160778045654,0.0838371142745018,0.5459016561508179,0.7243143916130066,,,,,
6,72,1.0,2.601184606552124,0.15547262132167816,0.4489710330963135,0.6874252557754517,,,,,
6,73,1.0,2.7624030113220215,0.15709874033927917,0.42320820689201355,0.7768504619598389,,,,,
6,74,2.0,2.7211592197418213,0.11102576553821564,0.6418208479881287,0.7621047496795654,,,,,
6,75,1.25,2.8255858421325684,0.1081916019320488,0.48703524470329285,0.8987963795661926,,,,,
6,76,1.0,2.564730167388916,0.13057100772857666,0.4111512005329132,0.7503620386123657,,,,,
6,76,,,,,,1.329545497894287,3.089460611343384,0.15502329170703888,0.5255547165870667,0.8943948745727539
7,77,1.75,3.1550064086914062,0.15697723627090454,0.5744093060493469,0.8978555202484131,,,,,
7,78,1.0,2.758164405822754,0.15091168880462646,0.4716661274433136,0.7659698724746704,,,,,
7,79,1.25,2.6238579750061035,0.1910836398601532,0.5828261971473694,0.5428066849708557,,,,,
7,80,1.0,2.3502280712127686,0.1598607450723648,0.48830553889274597,0.5313094258308411,,,,,
7,81,2.0,2.582638740539551,0.11359484493732452,0.6345311999320984,0.6900666952133179,,,,,
7,82,1.25,2.151097059249878,0.0885593444108963,0.5037543773651123,0.6022729873657227,,,,,
7,83,1.75,2.6830132007598877,0.12101389467716217,0.5868650674819946,0.7455393075942993,,,,,
7,84,1.5,2.5239455699920654,0.11729368567466736,0.5420551300048828,0.6977109909057617,,,,,
7,85,1.0,2.5531132221221924,0.09575384855270386,0.4358484745025635,0.8192477226257324,,,,,
7,86,1.5,2.8120944499969482,0.10563864558935165,0.5760316252708435,0.8539347648620605,,,,,
7,87,1.0,2.851543664932251,0.09902361035346985,0.42376449704170227,0.9663305282592773,,,,,
7,87,,,,,,1.329545497894287,2.606076717376709,0.10841414332389832,0.52497798204422,0.7695139050483704
8,88,1.0,2.4266164302825928,0.09629206359386444,0.42977482080459595,0.7576906085014343,,,,,
8,89,1.0,2.7129855155944824,0.12062576413154602,0.40392377972602844,0.8529664278030396,,,,,
8,90,1.25,2.3276429176330566,0.09099866449832916,0.5065836310386658,0.6830330491065979,,,,,
8,91,2.5,2.919923782348633,0.13825646042823792,0.7688105702400208,0.72991544008255,,,,,
8,92,1.25,2.4347524642944336,0.11257264763116837,0.5365503430366516,0.667669415473938,,,,,
8,93,3.75,2.844243049621582,0.10609825700521469,0.8718403577804565,0.7209556698799133,,,,,
8,94,1.25,2.2344515323638916,0.12151669710874557,0.47536057233810425,0.5757537484169006,,,,,
8,95,1.0,2.1311333179473877,0.09714159369468689,0.49529018998146057,0.5750675797462463,,,,,
8,96,1.0,2.867631196975708,0.14578597247600555,0.4504944682121277,0.8441034555435181,,,,,
8,97,1.25,2.030836820602417,0.059092938899993896,0.47007715702056885,0.6326475143432617,,,,,
8,98,1.5,2.3042030334472656,0.12163245677947998,0.6049190163612366,0.5455608367919922,,,,,
8,98,,,,,,1.329545497894287,2.6451306343078613,0.10905936360359192,0.5197715759277344,0.7900311946868896
9,99,1.0,2.015235424041748,0.08910679817199707,0.42994120717048645,0.5698801279067993,,,,,
9,100,1.25,1.8937437534332275,0.0583932101726532,0.4621570110321045,0.5698103308677673,,,,,
9,101,1.0,2.7340049743652344,0.1303769052028656,0.4782024025917053,0.8019590377807617,,,,,
9,102,1.25,1.9574154615402222,0.06580522656440735,0.4454348683357239,0.5914772152900696,,,,,
9,103,1.25,2.8504562377929688,0.14218978583812714,0.5171573758125305,0.8111750483512878,,,,,
9,104,1.0,1.8282592296600342,0.07289180904626846,0.4429132342338562,0.5104434490203857,,,,,
9,105,1.25,2.4812211990356445,0.1050766259431839,0.4792833626270294,0.7382773756980896,,,,,
9,106,1.25,2.48186993598938,0.10701445490121841,0.4987460672855377,0.7240257859230042,,,,,
9,107,1.5,2.174821376800537,0.07155885547399521,0.5189329981803894,0.6490470170974731,,,,,
9,108,0.75,2.158968925476074,0.08448310941457748,0.364622563123703,0.6859654188156128,,,,,
9,109,1.5,3.065180778503418,0.20682287216186523,0.5851374268531799,0.7229644656181335,,,,,
9,109,,,,,,1.329545497894287,2.529930353164673,0.10225217044353485,0.5101508498191833,0.7542592883110046
10,110,1.0,1.9801057577133179,0.06565237790346146,0.45155125856399536,0.6001462936401367,,,,,
10,111,1.25,2.5105996131896973,0.08875967562198639,0.49302470684051514,0.7868883013725281,,,,,
10,112,1.0,2.1600589752197266,0.09571514278650284,0.44836294651031494,0.6165602207183838,,,,,
10,113,1.75,1.99098801612854,0.06490422040224075,0.541080892086029,0.5626929998397827,,,,,
10,114,1.5,2.357628583908081,0.09395049512386322,0.5546173453330994,0.6666293740272522,,,,,
10,115,1.25,2.610060214996338,0.11704075336456299,0.532734751701355,0.7460609078407288,,,,,
10,116,2.0,2.4428839683532715,0.07218234241008759,0.6129262447357178,0.7345229983329773,,,,,
10,117,1.75,2.3509469032287598,0.08180268108844757,0.553803026676178,0.694065272808075,,,,,
10,118,1.25,1.797561526298523,0.04723761975765228,0.4996808171272278,0.5308462977409363,,,,,
10,119,1.0,1.7912511825561523,0.07645344734191895,0.4193580448627472,0.4948129653930664,,,,,
10,120,1.5,2.3664684295654297,0.1230793222784996,0.5632489919662476,0.5939114093780518,,,,,
10,120,,,,,,1.329545497894287,2.4107565879821777,0.09991831332445145,0.5140622854232788,0.6985512375831604
11,121,1.25,2.923703193664551,0.11402838677167892,0.4653016924858093,0.9441298842430115,,,,,
11,122,1.75,2.1768128871917725,0.07400253415107727,0.5833078026771545,0.6117461919784546,,,,,
11,123,1.75,2.4391188621520996,0.08548995852470398,0.6055251359939575,0.7030718922615051,,,,,
11,124,1.25,2.167309284210205,0.07058447599411011,0.5013848543167114,0.6565009951591492,,,,,
11,125,1.5,2.356858015060425,0.07008811086416245,0.5462626218795776,0.7300774455070496,,,,,
11,126,1.75,2.2047715187072754,0.07886294275522232,0.5348502397537231,0.6378032565116882,,,,,
11,127,1.25,1.7387748956680298,0.062413133680820465,0.43895819783210754,0.49387550354003906,,,,,
11,128,2.0,2.312993049621582,0.06631270051002502,0.6335882544517517,0.6739206314086914,,,,,
11,129,1.25,2.7567758560180664,0.1286400854587555,0.49542656540870667,0.8090744018554688,,,,,
11,130,1.0,1.8601405620574951,0.07114425301551819,0.4431016147136688,0.5306588411331177,,,,,
11,131,1.5,1.6427333354949951,0.04805063456296921,0.49571922421455383,0.45338043570518494,,,,,
11,131,,,,,,1.329545497894287,2.2904176712036133,0.09819256514310837,0.490090936422348,0.6546818614006042
12,132,1.25,1.6719789505004883,0.06854112446308136,0.3917319178581238,0.46877071261405945,,,,,
12,133,1.25,2.313488483428955,0.11569290608167648,0.5181387066841125,0.6084426045417786,,,,,
12,134,1.5,1.9802765846252441,0.07445739209651947,0.530732274055481,0.5386286973953247,,,,,
12,135,1.5,1.651106357574463,0.05086173862218857,0.42539313435554504,0.4857022762298584,,,,,
12,136,1.25,1.7934596538543701,0.05641020089387894,0.5283792018890381,0.49151474237442017,,,,,
12,137,1.75,1.887510061264038,0.05469100922346115,0.5502382516860962,0.531908392906189,,,,,
12,138,1.0,1.8400768041610718,0.08058677613735199,0.41328006982803345,0.5119314193725586,,,,,
12,139,1.0,2.3585996627807617,0.08860068023204803,0.38587287068367004,0.7648617625236511,,,,,
12,140,1.5,2.1647603511810303,0.09422901272773743,0.5147968530654907,0.5894092321395874,,,,,
12,141,1.5,2.94761323928833,0.13237963616847992,0.5095394849777222,0.8880876898765564,,,,,
12,142,1.5,2.1531286239624023,0.04958902299404144,0.5246124267578125,0.6902855634689331,,,,,
12,142,,,,,,1.329545497894287,2.161756992340088,0.08207207173109055,0.48761051893234253,0.6318930983543396
13,143,2.0,1.8435006141662598,0.047753967344760895,0.6094087362289429,0.4976610541343689,,,,,
13,144,1.5,2.070298671722412,0.06293946504592896,0.5808593034744263,0.5873709917068481,,,,,
13,145,1.25,1.9112826585769653,0.06304718554019928,0.5269137024879456,0.5345665216445923,,,,,
13,146,1.75,1.3922038078308105,0.033454179763793945,0.5670480132102966,0.3289424479007721,,,,,
13,147,1.0,1.1868720054626465,0.029581133276224136,0.3490467965602875,0.34495973587036133,,,,,
13,148,1.0,2.345900058746338,0.08906135708093643,0.3631933629512787,0.7686998844146729,,,,,
13,149,1.5,2.120469808578491,0.08644592761993408,0.5081088542938232,0.5900656580924988,,,,,
13,150,1.5,1.8308641910552979,0.06762352585792542,0.46086323261260986,0.5159416794776917,,,,,
13,151,1.0,1.7805936336517334,0.06648384034633636,0.35248515009880066,0.547844648361206,,,,,
13,152,1.25,2.114699363708496,0.07713282108306885,0.47674715518951416,0.6261439919471741,,,,,
13,153,1.5,1.954994559288025,0.050806544721126556,0.6403745412826538,0.5302936434745789,,,,,
13,153,,,,,,1.329545497894287,2.0817270278930664,0.07666663080453873,0.48651543259620667,0.6059391498565674
14,154,1.0,1.5865685939788818,0.04010086506605148,0.40469157695770264,0.4906863570213318,,,,,
14,155,2.25,1.6067466735839844,0.03274303674697876,0.5792515277862549,0.43188995122909546,,,,,
14,156,1.25,1.6169873476028442,0.047945864498615265,0.42440345883369446,0.476427286863327,,,,,
14,157,1.5,2.512209892272949,0.11005216836929321,0.5238313674926758,0.7190589308738708,,,,,
14,158,1.25,2.0896949768066406,0.10294798761606216,0.5420960783958435,0.5164294242858887,,,,,
14,159,1.25,1.6954238414764404,0.056937169283628464,0.42238858342170715,0.49417468905448914,,,,,
14,160,0.75,1.5438289642333984,0.058512479066848755,0.31144899129867554,0.46990877389907837,,,,,
14,161,1.0,1.8852101564407349,0.06577904522418976,0.4053702652454376,0.575472354888916,,,,,
14,162,1.0,1.77812922000885,0.08929029107093811,0.41277921199798584,0.45944929122924805,,,,,
14,163,1.25,2.165219783782959,0.07412923872470856,0.4113229811191559,0.6916253566741943,,,,,
14,164,1.0,1.3494024276733398,0.047942399978637695,0.3266497850418091,0.39152035117149353,,,,,
