epoch,step,training_cardinality_error,training_loss,training_loss_bbox,training_loss_ce,training_loss_giou,validation_cardinality_error,validation_loss,validation_loss_bbox,validation_loss_ce,validation_loss_giou
105,1165,,,,,,1.0113636255264282,2.06343150138855,0.0763198584318161,0.4989287555217743,0.5914517045021057
106,1166,1.25,0.39269983768463135,0.010002297349274158,0.13671810925006866,0.10298512130975723,,,,,
106,1167,0.0,0.5088947415351868,0.018109817057847977,0.11026822775602341,0.1540387123823166,,,,,
106,1168,1.0,0.5473852753639221,0.013793223537504673,0.07506205141544342,0.2016785591840744,,,,,
106,1169,0.5,0.5394830703735352,0.02021455578505993,0.11000070720911026,0.16420480608940125,,,,,
106,1170,0.75,0.7329314947128296,0.011107869446277618,0.06174222752451897,0.307824969291687,,,,,
106,1171,1.25,0.8999392986297607,0.022350767627358437,0.09212081879377365,0.3480323255062103,,,,,
106,1172,0.5,0.6654709577560425,0.02089180052280426,0.1593044549226761,0.20085373520851135,,,,,
106,1173,1.0,0.5437449216842651,0.009946200996637344,0.08466306328773499,0.20467543601989746,,,,,
106,1174,0.5,0.5330015420913696,0.010683461092412472,0.0803203284740448,0.1996319591999054,,,,,
106,1175,0.0,0.46265310049057007,0.01719670183956623,0.065107561647892,0.15578101575374603,,,,,
106,1176,2.5,0.3214784562587738,0.01173870824277401,0.07211781293153763,0.09533354640007019,,,,,
106,1176,,,,,,1.204545497894287,2.035982608795166,0.07363709807395935,0.4790649116039276,0.594366192817688
107,1177,0.25,0.3543590009212494,0.011286948807537556,0.06509654223918915,0.11641386151313782,,,,,
107,1178,0.75,0.5748085975646973,0.01581539772450924,0.11729178577661514,0.1892198920249939,,,,,
107,1179,1.5,0.6341909170150757,0.00856288056820631,0.15197281539440155,0.2197018563747406,,,,,
107,1180,1.75,0.7125490307807922,0.013209158554673195,0.09496834129095078,0.27576744556427,,,,,
107,1181,2.75,0.6280210018157959,0.012713080272078514,0.12829390168190002,0.21808084845542908,,,,,
107,1182,2.0,0.6490050554275513,0.011417921632528305,0.2621484100818634,0.16488350927829742,,,,,
107,1183,1.25,0.518980860710144,0.010738488286733627,0.10554783046245575,0.17987027764320374,,,,,
107,1184,0.5,0.37711888551712036,0.01691516302525997,0.08019667118787766,0.10617320984601974,,,,,
107,1185,0.25,0.20942085981369019,0.00834549032151699,0.037496864795684814,0.06509827077388763,,,,,
107,1186,1.5,0.8402922749519348,0.013413604348897934,0.0725962221622467,0.35031402111053467,,,,,
107,1187,1.0,0.4231816530227661,0.0073306686244904995,0.20052538812160492,0.09300146996974945,,,,,
107,1187,,,,,,1.1022727489471436,2.0337629318237305,0.07279067486524582,0.4582185745239258,0.6057954430580139
108,1188,1.0,0.2076152265071869,0.007787316106259823,0.04520311951637268,0.06173776090145111,,,,,
108,1189,1.0,0.4511265158653259,0.008529599756002426,0.1732543259859085,0.1176120862364769,,,,,
108,1190,0.75,0.4514405131340027,0.014790860004723072,0.04809630289673805,0.16469496488571167,,,,,
108,1191,1.0,0.43291765451431274,0.013808313757181168,0.04352279379963875,0.16017664968967438,,,,,
108,1192,1.0,0.6727179288864136,0.014896208420395851,0.03820667415857315,0.28001511096954346,,,,,
108,1193,1.75,0.9106408357620239,0.014808821491897106,0.18033239245414734,0.32813215255737305,,,,,
108,1194,0.25,0.31237977743148804,0.00874389335513115,0.0718548446893692,0.0984027236700058,,,,,
108,1195,0.5,0.3836447596549988,0.011797196231782436,0.044510435312986374,0.14007416367530823,,,,,
108,1196,1.25,0.6460868120193481,0.019622428342700005,0.09263777732849121,0.22766843438148499,,,,,
108,1197,0.5,0.6039320230484009,0.016493191942572594,0.1170371025800705,0.20221446454524994,,,,,
108,1198,0.5,0.4199845790863037,0.012075202539563179,0.028071338310837746,0.16576862335205078,,,,,
108,1198,,,,,,1.0568181276321411,2.0686323642730713,0.07230636477470398,0.5004456043243408,0.6033275127410889
109,1199,1.75,0.32163265347480774,0.006544502452015877,0.054926835000514984,0.11699165403842926,,,,,
109,1200,1.5,0.6559769511222839,0.017123281955718994,0.13665629923343658,0.2168521136045456,,,,,
109,1201,1.25,0.5923314690589905,0.011985739693045616,0.1101611778140068,0.21112079918384552,,,,,
109,1202,0.0,1.125092625617981,0.025839729234576225,0.19709506630897522,0.39939945936203003,,,,,
109,1203,0.0,0.3514653444290161,0.012045465409755707,0.0747576430439949,0.10824018716812134,,,,,
109,1204,2.25,0.9084177017211914,0.011847225949168205,0.1446719914674759,0.35225480794906616,,,,,
109,1205,1.0,0.4715038537979126,0.01277533546090126,0.049293797463178635,0.17916668951511383,,,,,
109,1206,0.75,0.34382331371307373,0.01064083632081747,0.053025420755147934,0.11879685521125793,,,,,
109,1207,0.75,0.7882892489433289,0.02054593339562416,0.27825531363487244,0.20365214347839355,,,,,
109,1208,0.75,0.48069190979003906,0.011354326270520687,0.12972885370254517,0.1470957100391388,,,,,
109,1209,0.0,0.3154411315917969,0.01190965622663498,0.03086278773844242,0.11251503229141235,,,,,
109,1209,,,,,,0.8977272510528564,2.0144541263580322,0.07154906541109085,0.5324286818504333,0.562140166759491
110,1210,0.75,0.4608054459095001,0.012714480981230736,0.10031837970018387,0.148457333445549,,,,,
110,1211,0.75,0.3512834906578064,0.00744144432246685,0.039736632257699966,0.13716980814933777,,,,,
110,1212,1.0,0.7767662405967712,0.008699973113834858,0.31466466188430786,0.20930086076259613,,,,,
110,1213,0.25,0.5071321725845337,0.009563001804053783,0.0720120519399643,0.19365255534648895,,,,,
110,1214,0.25,0.3848370909690857,0.009682975709438324,0.03817550465464592,0.14912335574626923,,,,,
110,1215,0.0,0.26362985372543335,0.008389546535909176,0.051081616431474686,0.0853002518415451,,,,,
110,1216,0.25,0.3070007264614105,0.01157353725284338,0.028011849150061607,0.1105605959892273,,,,,
110,1217,0.25,0.4897732138633728,0.01217733882367611,0.018852194771170616,0.20501716434955597,,,,,
110,1218,0.5,0.6155573129653931,0.007907344028353691,0.09637170284986496,0.23982445895671844,,,,,
110,1219,1.75,0.6062161326408386,0.014601781964302063,0.07973514497280121,0.22673603892326355,,,,,
110,1220,1.0,0.18890699744224548,0.0052444664761424065,0.06140938028693199,0.05063764378428459,,,,,
110,1220,,,,,,0.9772727489471436,2.016542911529541,0.07136502861976624,0.49739882349967957,0.5811595916748047
111,1221,1.0,0.3088715374469757,0.00992143340408802,0.04362171143293381,0.10782133042812347,,,,,
111,1222,1.5,0.4903479516506195,0.01593707874417305,0.0736999437212944,0.16848130524158478,,,,,
111,1223,0.75,0.3510214686393738,0.009668958373367786,0.05130816996097565,0.12568426132202148,,,,,
111,1224,0.75,0.4280412197113037,0.012653409503400326,0.04483160749077797,0.15997128188610077,,,,,
111,1225,1.5,0.8985162377357483,0.01742389425635338,0.2376711368560791,0.2868628203868866,,,,,
111,1226,0.5,0.33770179748535156,0.01402099709957838,0.06228307634592056,0.10265687108039856,,,,,
111,1227,0.0,0.7973082065582275,0.021038196980953217,0.09835886210203171,0.2968791723251343,,,,,
111,1228,0.0,0.38786929845809937,0.011432233266532421,0.051243990659713745,0.13973206281661987,,,,,
111,1229,0.5,0.4482230544090271,0.0196248609572649,0.06561475247144699,0.14224199950695038,,,,,
111,1230,0.5,0.5768730640411377,0.016823846846818924,0.13470813632011414,0.17902283370494843,,,,,
111,1231,1.0,0.4689570665359497,0.012603292241692543,0.06642600148916245,0.16975730657577515,,,,,
111,1231,,,,,,1.375,2.032421350479126,0.07356157898902893,0.5025227069854736,0.5810453295707703
112,1232,0.25,0.40336519479751587,0.01268948893994093,0.05999062955379486,0.1399635523557663,,,,,
112,1233,0.75,0.3008836507797241,0.0075930445455014706,0.07116156071424484,0.09587843716144562,,,,,
112,1234,0.0,0.37191155552864075,0.009619545191526413,0.022798573598265648,0.1505076289176941,,,,,
112,1235,1.25,0.4877195358276367,0.01581968367099762,0.15487553179264069,0.12687279284000397,,,,,
112,1236,0.75,0.45096704363822937,0.01402830146253109,0.053410060703754425,0.16370773315429688,,,,,
112,1237,0.25,0.4594586193561554,0.013499075546860695,0.05615881457924843,0.16790221631526947,,,,,
112,1238,0.0,0.38656434416770935,0.009815041907131672,0.046138595789670944,0.14567527174949646,,,,,
112,1239,0.0,0.3777637481689453,0.013190443627536297,0.07416792958974838,0.11882179230451584,,,,,
112,1240,0.0,0.7368950247764587,0.02639731392264366,0.027084292843937874,0.2889120876789093,,,,,
112,1241,0.5,0.43354547023773193,0.010610925033688545,0.15423667430877686,0.11312709003686905,,,,,
112,1242,0.5,0.3339475393295288,0.01088931318372488,0.09766818583011627,0.09091639518737793,,,,,
112,1242,,,,,,1.045454502105713,2.1198244094848633,0.07636647671461105,0.5447248816490173,0.5966334939002991
113,1243,0.75,0.4748536944389343,0.01871173083782196,0.06336860358715057,0.15896321833133698,,,,,
113,1244,0.25,0.5810137987136841,0.01942051574587822,0.0505996011197567,0.21665580570697784,,,,,
113,1245,0.25,0.3842869997024536,0.012850569561123848,0.07638056576251984,0.12182680517435074,,,,,
113,1246,0.0,0.37254950404167175,0.011731801554560661,0.05177087336778641,0.13105981051921844,,,,,
113,1247,1.0,0.5573757290840149,0.00917612574994564,0.1800043284893036,0.16574537754058838,,,,,
113,1248,0.25,0.5140312910079956,0.013603003695607185,0.03486119583249092,0.2055775374174118,,,,,
113,1249,0.5,0.6868137121200562,0.01372533105313778,0.05691968649625778,0.28063368797302246,,,,,
113,1250,0.25,0.309870183467865,0.008168795146048069,0.03662770241498947,0.11619925498962402,,,,,
113,1251,0.25,0.3805539011955261,0.015113851055502892,0.08054029941558838,0.11222216486930847,,,,,
113,1252,0.5,0.5329872965812683,0.014312399551272392,0.02764473855495453,0.21689029037952423,,,,,
113,1253,2.5,0.7359248399734497,0.010314004495739937,0.11920995265245438,0.2825724184513092,,,,,
113,1253,,,,,,1.125,2.085458517074585,0.07459486275911331,0.5489925742149353,0.5817458629608154
114,1254,2.25,0.4592330753803253,0.013677532784640789,0.11560343950986862,0.1376209855079651,,,,,
114,1255,0.0,0.3534914255142212,0.011874204501509666,0.022117983549833298,0.13600121438503265,,,,,
114,1256,1.25,0.9025078415870667,0.021934257820248604,0.2336486577987671,0.27959394454956055,,,,,
114,1257,1.0,0.6161186695098877,0.014188172295689583,0.09922550618648529,0.22297614812850952,,,,,
114,1258,0.25,0.26188719272613525,0.007965668104588985,0.06709500402212143,0.07748192548751831,,,,,
114,1259,1.25,0.39214766025543213,0.01315969880670309,0.10306583344936371,0.11164167523384094,,,,,
114,1260,1.5,0.37670111656188965,0.009517265483736992,0.14058512449264526,0.09426483511924744,,,,,
114,1261,0.0,0.3835011124610901,0.010712796822190285,0.019809503108263016,0.15506382286548615,,,,,
114,1262,0.25,0.3630152642726898,0.0073938025161623955,0.060754913836717606,0.13264566659927368,,,,,
114,1263,1.25,0.6431576013565063,0.013450270518660545,0.07986249029636383,0.24802188575267792,,,,,
114,1264,0.0,0.2562752664089203,0.006796384230256081,0.04012212157249451,0.09108561277389526,,,,,
114,1264,,,,,,1.170454502105713,2.069742441177368,0.07311219722032547,0.5435940027236938,0.5802937150001526
115,1265,1.25,0.827505886554718,0.01469673402607441,0.21265695989131927,0.2706826329231262,,,,,
115,1266,0.25,0.2576000690460205,0.008741973899304867,0.043865520507097244,0.08501233905553818,,,,,
115,1267,0.25,0.5830392837524414,0.00812773872166872,0.25417450070381165,0.14411304891109467,,,,,
115,1268,1.0,0.48719704151153564,0.009563501924276352,0.14074984192848206,0.14931483566761017,,,,,
115,1269,0.75,0.6708465218544006,0.011577905155718327,0.2093171924352646,0.20181989669799805,,,,,
115,1270,0.75,0.2926119267940521,0.01183309592306614,0.02993336133658886,0.10175654292106628,,,,,
115,1271,0.75,0.352616548538208,0.013634092174470425,0.04978347569704056,0.11733131110668182,,,,,
115,1272,0.0,0.5187076926231384,0.015365725383162498,0.04238174855709076,0.1997486650943756,,,,,
115,1273,0.25,0.3997788429260254,0.01583879068493843,0.03321491926908493,0.143684983253479,,,,,
115,1274,0.5,0.5995025634765625,0.013259383849799633,0.2427632212638855,0.14522120356559753,,,,,
115,1275,0.0,0.7031659483909607,0.011736027896404266,0.01115297432988882,0.3166664242744446,,,,,
115,1275,,,,,,1.2272727489471436,2.076643705368042,0.0760430097579956,0.5370568633079529,0.5796859264373779
116,1276,0.75,0.7128496170043945,0.014249438419938087,0.11950623244047165,0.2610480785369873,,,,,
116,1277,0.25,0.5614206790924072,0.01961476169526577,0.11064528673887253,0.17635080218315125,,,,,
116,1278,0.5,0.27201732993125916,0.008890326134860516,0.05071983486413956,0.08842293173074722,,,,,
116,1279,1.25,0.7775297164916992,0.0193201694637537,0.11927773803472519,0.28082558512687683,,,,,
116,1280,0.25,0.3826163411140442,0.01091889850795269,0.07016778737306595,0.12892702221870422,,,,,
116,1281,0.75,0.36084625124931335,0.012289362959563732,0.11127856373786926,0.09406043589115143,,,,,
116,1282,0.25,0.6152517795562744,0.008424496278166771,0.19123169779777527,0.19094881415367126,,,,,
116,1283,0.25,0.3768928050994873,0.00988495908677578,0.0630585104227066,0.13220475614070892,,,,,
116,1284,0.25,0.2606126070022583,0.009467792697250843,0.027812907472252846,0.09273036569356918,,,,,
116,1285,0.25,0.3078901767730713,0.007043934892863035,0.04034380614757538,0.11616335809230804,,,,,
116,1286,0.0,0.42206063866615295,0.011483578011393547,0.05706477537751198,0.1537889838218689,,,,,
116,1286,,,,,,1.1022727489471436,2.121530771255493,0.07460859417915344,0.5656636357307434,0.5914119482040405
117,1287,0.5,0.4264147877693176,0.008506525307893753,0.04827725514769554,0.16780245304107666,,,,,
117,1288,2.0,0.7392010688781738,0.015279288403689861,0.12828946113586426,0.26725757122039795,,,,,
117,1289,0.25,0.4014620780944824,0.011242677457630634,0.06010401248931885,0.1425723433494568,,,,,
117,1290,0.0,0.31596535444259644,0.012571516446769238,0.019245104864239693,0.11693134158849716,,,,,
117,1291,0.25,0.4011891782283783,0.008044661022722721,0.0494491383433342,0.15575836598873138,,,,,
117,1292,0.25,0.3309496343135834,0.012294785119593143,0.07398892194032669,0.09774339199066162,,,,,
117,1293,0.5,0.37405145168304443,0.008945073932409286,0.0542069710791111,0.13755956292152405,,,,,
117,1294,0.0,0.3113889694213867,0.011486715637147427,0.02809576503932476,0.1129298210144043,,,,,
117,1295,1.25,0.4768866300582886,0.009402872994542122,0.13992056250572205,0.14497585594654083,,,,,
117,1296,1.25,0.4039205312728882,0.010974126867949963,0.08152797818183899,0.1337609589099884,,,,,
117,1297,1.0,0.5950212478637695,0.011278364807367325,0.07847798615694046,0.23007571697235107,,,,,
117,1297,,,,,,1.1477272510528564,2.089848518371582,0.07654882222414017,0.541019082069397,0.5830428004264832
118,1298,0.5,0.6901401877403259,0.0147111676633358,0.031367428600788116,0.29260846972465515,,,,,
118,1299,0.25,0.4539327621459961,0.01390934456139803,0.11474373191595078,0.13482116162776947,,,,,
118,1300,2.0,0.7892034649848938,0.015302158892154694,0.13464044034481049,0.2890261113643646,,,,,
118,1301,0.0,0.20757465064525604,0.011504679918289185,0.019448770210146904,0.06530123949050903,,,,,
118,1302,0.25,0.7794169783592224,0.011478149332106113,0.06198383867740631,0.3300212025642395,,,,,
118,1303,0.5,0.3755669593811035,0.012088886462152004,0.0826922357082367,0.11621514707803726,,,,,
118,1304,0.5,0.4073127508163452,0.0074952132999897,0.15180902183055878,0.10901382565498352,,,,,
118,1305,0.75,0.5788471698760986,0.012444986961781979,0.05289243906736374,0.23186489939689636,,,,,
118,1306,1.25,0.4890386760234833,0.013789856806397438,0.08581382036209106,0.16713778674602509,,,,,
118,1307,0.25,0.6500921249389648,0.011347988620400429,0.10160401463508606,0.2458740770816803,,,,,
118,1308,1.0,0.7306293249130249,0.010333986952900887,0.08307146281003952,0.29794397950172424,,,,,
118,1308,,,,,,1.2272727489471436,2.020183801651001,0.07017219811677933,0.5229054689407349,0.573208749294281
119,1309,0.5,0.7340792417526245,0.017716843634843826,0.12262213975191116,0.26143643260002136,,,,,
119,1310,0.0,0.30677884817123413,0.009991670958697796,0.03314856439828873,0.11183595657348633,,,,,
119,1311,0.75,0.4357687532901764,0.00726285669952631,0.11274278163909912,0.1433558464050293,,,,,
119,1312,0.5,0.4850776791572571,0.006287289317697287,0.08660943061113358,0.18351589143276215,,,,,
119,1313,0.75,0.3991051912307739,0.009403265081346035,0.07544831931591034,0.13832026720046997,,,,,
119,1314,1.75,0.7014952301979065,0.013500434346497059,0.1696901023387909,0.23215147852897644,,,,,
119,1315,0.25,0.28854337334632874,0.009140171110630035,0.024121979251503944,0.10936027020215988,,,,,
119,1316,0.5,0.5150847434997559,0.01287731435149908,0.04581381008028984,0.20244218409061432,,,,,
119,1317,0.75,0.7504984736442566,0.018177194520831108,0.1269681751728058,0.26632216572761536,,,,,
119,1318,0.5,0.3553335666656494,0.006564391311258078,0.03615615889430046,0.14317771792411804,,,,,
119,1319,1.0,0.3896467089653015,0.006520615890622139,0.08695727586746216,0.1350431740283966,,,,,
119,1319,,,,,,1.125,2.042903423309326,0.07150579243898392,0.5104235410690308,0.5874754190444946
120,1320,1.0,0.29408299922943115,0.008296183310449123,0.05521132051944733,0.09869537502527237,,,,,
120,1321,1.25,0.479167640209198,0.009113282896578312,0.028321847319602966,0.20263969898223877,,,,,
120,1322,0.0,0.1930561363697052,0.007403994910418987,0.011625632643699646,0.07220526784658432,,,,,
120,1323,1.0,0.6593220233917236,0.016553541645407677,0.13896849751472473,0.21879291534423828,,,,,
120,1324,0.5,0.6367163062095642,0.011302722617983818,0.04963802918791771,0.2652823328971863,,,,,
120,1325,0.25,0.24250644445419312,0.009437832050025463,0.017021838575601578,0.08914772421121597,,,,,
120,1326,0.0,0.2451101839542389,0.010482081212103367,0.04317750409245491,0.07476113736629486,,,,,
120,1327,0.25,0.33630457520484924,0.008732444606721401,0.006932833697646856,0.14285476505756378,,,,,
120,1328,1.0,0.4666152596473694,0.00985683873295784,0.08770053088665009,0.1648152768611908,,,,,
120,1329,0.25,0.43005988001823425,0.0069541060365736485,0.13344724476337433,0.13092105090618134,,,,,
120,1330,3.0,0.6753454208374023,0.030588900670409203,0.096207395195961,0.2130967676639557,,,,,
120,1330,,,,,,1.2159091234207153,2.128352403640747,0.07666720449924469,0.5055220127105713,0.6197471022605896
121,1331,0.25,0.1857229471206665,0.010793376713991165,0.02623402513563633,0.0527610182762146,,,,,
121,1332,0.25,0.4640582799911499,0.011763921938836575,0.06523892283439636,0.1699998825788498,,,,,
121,1333,0.5,0.8334723114967346,0.014061994850635529,0.08864501118659973,0.3372586667537689,,,,,
121,1334,1.25,0.38962095975875854,0.008422238752245903,0.0627763494849205,0.1423667073249817,,,,,
121,1335,0.5,0.44785481691360474,0.013858944177627563,0.07081454992294312,0.1538727730512619,,,,,
121,1336,1.25,0.4234009385108948,0.009757963940501213,0.1053592637181282,0.13462592661380768,,,,,
121,1337,2.25,0.4022432565689087,0.009132744744420052,0.07783720642328262,0.13937115669250488,,,,,
121,1338,0.75,0.7736817002296448,0.013881239108741283,0.12187594175338745,0.29119977355003357,,,,,
121,1339,0.75,0.5738024115562439,0.01932138204574585,0.15519408881664276,0.16100069880485535,,,,,
121,1340,0.5,0.45933398604393005,0.014106189832091331,0.1502794325351715,0.11926180124282837,,,,,
121,1341,2.0,0.4194377064704895,0.011642036959528923,0.11840410530567169,0.12141171097755432,,,,,
121,1341,,,,,,1.045454502105713,2.246502161026001,0.0823640301823616,0.5560036897659302,0.6393390893936157
122,1342,0.25,0.5237822532653809,0.011685967445373535,0.09104419499635696,0.1871541142463684,,,,,
122,1343,0.5,0.6827593445777893,0.010546546429395676,0.13254112005233765,0.2487427443265915,,,,,
122,1344,0.0,0.27740418910980225,0.012764074839651585,0.023450037464499474,0.09506689012050629,,,,,
122,1345,0.25,0.9053266644477844,0.023636136204004288,0.02830887772142887,0.3794185519218445,,,,,
122,1346,1.0,0.6122649312019348,0.00756112951785326,0.056383781135082245,0.2590377628803253,,,,,
122,1347,0.75,0.6917692422866821,0.011918459087610245,0.03500130772590637,0.298587828874588,,,,,
122,1348,1.25,0.6129494309425354,0.014747626148164272,0.1704144924879074,0.18439839780330658,,,,,
122,1349,2.0,0.3811446726322174,0.00767283421009779,0.13170859217643738,0.10553595423698425,,,,,
122,1350,2.5,0.4503079652786255,0.010139417834579945,0.08996148407459259,0.15482470393180847,,,,,
122,1351,2.5,0.7917374968528748,0.019633306190371513,0.15620273351669312,0.26868411898612976,,,,,
122,1352,0.0,0.39985159039497375,0.017362266778945923,0.056883275508880615,0.12807849049568176,,,,,
122,1352,,,,,,1.204545497894287,2.0832817554473877,0.07415253669023514,0.48893317580223083,0.6117929816246033
123,1353,1.5,0.6000458598136902,0.013875278644263744,0.10387283563613892,0.21339832246303558,,,,,
123,1354,0.75,0.6627459526062012,0.009967650286853313,0.14016318321228027,0.23637227714061737,,,,,
123,1355,0.25,0.5964267253875732,0.017476854845881462,0.16309840977191925,0.17297202348709106,,,,,
123,1356,1.5,0.5609455704689026,0.010469109751284122,0.09561515599489212,0.20649243891239166,,,,,
123,1357,0.25,0.9288671016693115,0.023099318146705627,0.06817132979631424,0.37259960174560547,,,,,
123,1358,1.75,0.6594617366790771,0.014224213548004627,0.15465429425239563,0.21684317290782928,,,,,
123,1359,0.0,0.23784446716308594,0.013264350593090057,0.01859474554657936,0.076463982462883,,,,,
123,1360,0.5,0.6008478403091431,0.01741446927189827,0.04505166411399841,0.234361931681633,,,,,
123,1361,0.0,0.5418354868888855,0.02268354408442974,0.11577210575342178,0.15632283687591553,,,,,
123,1362,0.25,0.4909058213233948,0.011672385036945343,0.024514582008123398,0.20401465892791748,,,,,
123,1363,1.5,0.4993205666542053,0.011503529734909534,0.060430411249399185,0.19068625569343567,,,,,
123,1363,,,,,,1.125,2.092410087585449,0.07441779971122742,0.5175350904464722,0.601392924785614
124,1364,0.0,0.2724066376686096,0.010009686462581158,0.011493825353682041,0.10543219745159149,,,,,
124,1365,1.5,0.28924310207366943,0.0049726576544344425,0.1144266203045845,0.0749766007065773,,,,,
124,1366,1.25,0.5121275186538696,0.012458334676921368,0.13267706334590912,0.15857937932014465,,,,,
124,1367,1.25,0.5090348720550537,0.01053148228675127,0.11981655657291412,0.1682804375886917,,,,,
124,1368,0.0,0.5186324119567871,0.00934395007789135,0.03682192787528038,0.21754536032676697,,,,,
124,1369,1.0,0.572134256362915,0.017521124333143234,0.10900754481554031,0.18776053190231323,,,,,
124,1370,0.25,0.3534727990627289,0.008326826617121696,0.07074306160211563,0.12054780125617981,,,,,
124,1371,0.0,0.2723050117492676,0.007689927238970995,0.09423937648534775,0.0698080062866211,,,,,
124,1372,0.5,0.40798890590667725,0.009899809956550598,0.04769536852836609,0.1553972363471985,,,,,
124,1373,1.0,1.0335447788238525,0.017332354560494423,0.16871003806591034,0.3890864849090576,,,,,
124,1374,0.5,0.42258909344673157,0.0069623710587620735,0.05316712707281113,0.16730505228042603,,,,,
124,1374,,,,,,1.1136363744735718,2.086853265762329,0.07577642053365707,0.49517443776130676,0.606398344039917
125,1375,0.25,0.35838791728019714,0.011427327990531921,0.03614453598856926,0.132553368806839,,,,,
125,1376,0.0,0.24251794815063477,0.009458734653890133,0.034001465886831284,0.08061140775680542,,,,,
125,1377,0.5,0.3720055818557739,0.013399134390056133,0.07503729313611984,0.11498630046844482,,,,,
125,1378,0.75,0.4753078818321228,0.010488110594451427,0.12152699381113052,0.15067017078399658,,,,,
125,1379,0.25,0.5160782933235168,0.013494187965989113,0.08506245911121368,0.18177245557308197,,,,,
125,1380,0.0,0.37241894006729126,0.011816800571978092,0.09349173307418823,0.10992161184549332,,,,,
125,1381,0.5,0.6053827404975891,0.01412893831729889,0.031494028866291046,0.2516220211982727,,,,,
125,1382,2.0,0.9184050559997559,0.012858862057328224,0.19269585609436035,0.33070746064186096,,,,,
125,1383,0.25,0.3986860513687134,0.012515856884419918,0.12172336876392365,0.10719170421361923,,,,,
125,1384,0.25,0.6771363019943237,0.011828293092548847,0.11378701031208038,0.25210392475128174,,,,,
125,1385,0.0,0.22240909934043884,0.007409660145640373,0.048482730984687805,0.06843903660774231,,,,,
125,1385,,,,,,0.8295454382896423,2.1422033309936523,0.07822520285844803,0.5290194153785706,0.6110289096832275
126,1386,1.25,0.5020607113838196,0.01235699187964201,0.10998652130365372,0.16514462232589722,,,,,
126,1387,2.0,0.5489819049835205,0.014718416146934032,0.16566170752048492,0.15486405789852142,,,,,
126,1388,1.0,1.0331950187683105,0.013887736015021801,0.153549462556839,0.4051034450531006,,,,,
126,1389,0.25,0.4605894982814789,0.008749286644160748,0.07230004668235779,0.1722715049982071,,,,,
126,1390,0.0,0.6203840970993042,0.009821036830544472,0.13069958984851837,0.2202896624803543,,,,,
126,1391,0.25,0.570307195186615,0.012545275501906872,0.10275696963071823,0.20241191983222961,,,,,
126,1392,0.5,0.3426319658756256,0.00993046909570694,0.0380513034760952,0.127464160323143,,,,,
126,1393,0.25,0.5817404985427856,0.01229261327534914,0.02357708290219307,0.24835017323493958,,,,,
126,1394,0.0,0.3347487449645996,0.008815519511699677,0.0234388317912817,0.1336161494255066,,,,,
126,1395,0.75,0.7229982018470764,0.010575288906693459,0.06315319985151291,0.3034842908382416,,,,,
126,1396,0.5,0.32549792528152466,0.021120522171258926,0.028521304950118065,0.09568701684474945,,,,,
126,1396,,,,,,0.9545454382896423,2.1239421367645264,0.07624819129705429,0.5400868058204651,0.6013072729110718
127,1397,0.5,0.4215758144855499,0.0074591003358364105,0.05941181629896164,0.16243425011634827,,,,,
127,1398,1.0,0.5098507404327393,0.01563183218240738,0.08373423665761948,0.17397868633270264,,,,,
127,1399,0.5,0.3248171806335449,0.009320608340203762,0.06617049127817154,0.10602182149887085,,,,,
127,1400,0.25,0.4034332036972046,0.008685648441314697,0.08459008485078812,0.1377074420452118,,,,,
127,1401,0.5,0.4938899576663971,0.013082445599138737,0.07466533035039902,0.17690619826316833,,,,,
127,1402,0.0,0.6512730121612549,0.012832890264689922,0.028389256447553635,0.2793596386909485,,,,,
127,1403,0.5,0.7595120668411255,0.015812618657946587,0.09403400868177414,0.29320746660232544,,,,,
127,1404,1.75,0.8996615409851074,0.0171369519084692,0.1111021414399147,0.3514373004436493,,,,,
127,1405,0.75,0.577822208404541,0.013950503431260586,0.059813711792230606,0.22412799298763275,,,,,
127,1406,0.5,0.5258052349090576,0.01331782154738903,0.03949279710650444,0.2098616659641266,,,,,
127,1407,1.5,0.5105341672897339,0.013779126107692719,0.043747272342443466,0.19894562661647797,,,,,
127,1407,,,,,,1.2159091234207153,2.108823299407959,0.07331240922212601,0.5212698578834534,0.6104956269264221
128,1408,1.5,0.4825132489204407,0.009584927000105381,0.1207868903875351,0.15690086781978607,,,,,
128,1409,0.75,0.3062777817249298,0.017501218244433403,0.05221732333302498,0.08327718079090118,,,,,
128,1410,1.0,0.4939325451850891,0.011438293382525444,0.03992445394396782,0.1984083205461502,,,,,
128,1411,0.5,0.3637675344944,0.009382057003676891,0.045318033546209335,0.13576960563659668,,,,,
128,1412,2.75,0.7389290928840637,0.014063255861401558,0.12177632004022598,0.27341824769973755,,,,,
128,1413,1.25,0.23418840765953064,0.009191673249006271,0.04430504888296127,0.07196249812841415,,,,,
128,1414,1.5,0.5579303503036499,0.010002035647630692,0.059958864003419876,0.22398066520690918,,,,,
128,1415,0.5,0.5760401487350464,0.017245016992092133,0.07379887998104095,0.20800809562206268,,,,,
128,1416,0.75,0.4978521168231964,0.009954286739230156,0.06211095675826073,0.19298486411571503,,,,,
128,1417,0.5,0.34793978929519653,0.01236567460000515,0.043292202055454254,0.12140960991382599,,,,,
128,1418,2.0,0.538373589515686,0.015031789429485798,0.06368270516395569,0.19976596534252167,,,,,
128,1418,,,,,,1.2727272510528564,2.095982789993286,0.074469193816185,0.49218514561653137,0.6157259941101074
