epoch,step,training_cardinality_error,training_loss,training_loss_bbox,training_loss_ce,training_loss_giou,validation_cardinality_error,validation_loss,validation_loss_bbox,validation_loss_ce,validation_loss_giou
2,29,2.5,2.7695932388305664,0.12125355005264282,0.8035494685173035,0.6798879504203796,,,,,
2,30,2.25,2.765186309814453,0.10351098328828812,0.7749069929122925,0.7363622188568115,,,,,
2,31,1.25,2.695404529571533,0.12948620319366455,0.5803040862083435,0.7338346838951111,,,,,
2,32,1.0,2.134059429168701,0.0879417210817337,0.5365237593650818,0.5789135694503784,,,,,
2,32,,,,,,1.329545497894287,2.6411428451538086,0.11214890331029892,0.5676813721656799,0.7563583850860596
3,33,1.0,2.235903263092041,0.08911208808422089,0.47421130537986755,0.6580657958984375,,,,,
3,34,0.75,2.182398557662964,0.10813812911510468,0.38367706537246704,0.6290154457092285,,,,,
3,35,1.25,1.9953638315200806,0.07101944088935852,0.5052793622016907,0.5674936175346375,,,,,
3,36,1.25,2.775559663772583,0.10483242571353912,0.5430729389190674,0.854162335395813,,,,,
3,37,0.75,2.434206485748291,0.10069358348846436,0.3877243101596832,0.7715071439743042,,,,,
3,38,1.0,2.4397389888763428,0.144659623503685,0.4815555810928345,0.6174426078796387,,,,,
3,39,1.25,2.8794608116149902,0.10953747481107712,0.5288035273551941,0.9014849662780762,,,,,
3,40,1.75,3.218432903289795,0.15553414821624756,0.6741711497306824,0.8832955360412598,,,,,
3,41,1.25,2.145508289337158,0.06236180290579796,0.5127232670783997,0.660487949848175,,,,,
3,42,1.5,2.6511855125427246,0.10769414901733398,0.5905359387397766,0.7610895037651062,,,,,
3,43,1.0,2.415208339691162,0.06333574652671814,0.48836180567741394,0.8050838708877563,,,,,
3,43,,,,,,1.329545497894287,2.5107076168060303,0.10743053257465363,0.5448022484779358,0.7143763303756714
4,44,1.25,2.802227020263672,0.11735542863607407,0.5360962152481079,0.8396768569946289,,,,,
4,45,2.5,2.74830961227417,0.12029659748077393,0.7767124772071838,0.6850571036338806,,,,,
4,46,1.5,2.636918783187866,0.1085369884967804,0.5894008874893188,0.7524164915084839,,,,,
4,47,1.0,2.0598692893981934,0.0747828334569931,0.4602707624435425,0.6128422021865845,,,,,
4,48,1.0,1.9539813995361328,0.06310854852199554,0.47971415519714355,0.5793622732162476,,,,,
4,49,1.25,2.6647629737854004,0.12918157875537872,0.5684765577316284,0.7251892685890198,,,,,
4,50,1.5,1.8779624700546265,0.05790899321436882,0.5807000994682312,0.5038586854934692,,,,,
4,51,1.5,1.9788246154785156,0.05912905931472778,0.5766262412071228,0.553276538848877,,,,,
4,52,1.25,2.2082479000091553,0.09170369058847427,0.5278674364089966,0.6109310388565063,,,,,
4,53,1.5,2.1619508266448975,0.08607898652553558,0.5440008640289307,0.5937775373458862,,,,,
4,54,1.0,1.893351674079895,0.0726127102971077,0.44881534576416016,0.5407363772392273,,,,,
4,54,,,,,,1.329545497894287,2.406400442123413,0.09804539382457733,0.5362785458564758,0.6899471879005432
5,55,1.25,2.417057514190674,0.11521288007497787,0.5541039705276489,0.6434445381164551,,,,,
5,56,1.75,2.3021228313446045,0.0652293711900711,0.6311773657798767,0.6723993420600891,,,,,
5,57,1.5,2.952176332473755,0.13860836625099182,0.5955491065979004,0.8317927122116089,,,,,
5,58,1.5,2.769986629486084,0.14423567056655884,0.6167176365852356,0.7160453796386719,,,,,
5,59,1.5,2.2368927001953125,0.09959759563207626,0.5720478892326355,0.5834283232688904,,,,,
5,60,1.25,1.9074006080627441,0.07084517925977707,0.5169795751571655,0.5180975794792175,,,,,
5,61,1.25,2.2218313217163086,0.09021184593439102,0.531912088394165,0.6194300651550293,,,,,
5,62,1.25,2.051339626312256,0.06369128078222275,0.555743396282196,0.5885699391365051,,,,,
5,63,1.0,2.579348564147949,0.12749724090099335,0.4500405788421631,0.7459108829498291,,,,,
5,64,1.25,1.7846829891204834,0.06003018096089363,0.4767861068248749,0.5038729906082153,,,,,
5,65,1.0,2.47225022315979,0.20631203055381775,0.4785041809082031,0.4810929298400879,,,,,
5,65,,,,,,1.329545497894287,2.3431644439697266,0.08661647140979767,0.5304993987083435,0.6897913813591003
6,66,1.5,1.7998123168945312,0.06547071784734726,0.5376787185668945,0.4673900008201599,,,,,
6,67,1.25,2.5120577812194824,0.1238652840256691,0.4921181797981262,0.7003065943717957,,,,,
6,68,1.25,2.4144673347473145,0.11318798363208771,0.5549095869064331,0.646808922290802,,,,,
6,69,2.25,2.66207218170166,0.10596006363630295,0.6992591023445129,0.71650630235672,,,,,
6,70,1.5,2.354076385498047,0.08241912722587585,0.5289955735206604,0.70649254322052,,,,,
6,71,1.5,2.8734586238861084,0.1376699060201645,0.6199015378952026,0.7826037406921387,,,,,
6,72,2.0,2.0246353149414062,0.057359542697668076,0.5827547907829285,0.5775413513183594,,,,,
6,73,1.0,2.0351479053497314,0.10104940831661224,0.4329218566417694,0.548489511013031,,,,,
6,74,0.75,2.0012826919555664,0.08960482478141785,0.37519845366477966,0.5890300273895264,,,,,
6,75,1.5,2.0536129474639893,0.06718456000089645,0.6136171221733093,0.5520365238189697,,,,,
6,76,1.5,1.5336124897003174,0.04105435684323311,0.521846354007721,0.4032471776008606,,,,,
6,76,,,,,,1.329545497894287,2.3494207859039307,0.08999001234769821,0.5261964201927185,0.686637282371521
7,77,2.25,2.904052257537842,0.13746921718120575,0.7096948027610779,0.7535057663917542,,,,,
7,78,1.25,1.9847546815872192,0.05879164859652519,0.523003876209259,0.583896279335022,,,,,
7,79,1.5,2.088064670562744,0.06988058239221573,0.5321763753890991,0.6032426357269287,,,,,
7,80,1.5,1.6758029460906982,0.03456364944577217,0.5638836026191711,0.46955054998397827,,,,,
7,81,2.0,2.2804808616638184,0.09787061810493469,0.6833567023277283,0.5538855791091919,,,,,
7,82,1.0,2.0069777965545654,0.07980097085237503,0.4252800941467285,0.5913464426994324,,,,,
7,83,1.5,2.38318133354187,0.12261426448822021,0.633010745048523,0.568549633026123,,,,,
7,84,1.0,1.973844289779663,0.07102113962173462,0.42572587728500366,0.5965063571929932,,,,,
7,85,1.25,1.6704012155532837,0.047086555510759354,0.49164247512817383,0.4716629981994629,,,,,
7,86,0.75,1.547619342803955,0.0507858470082283,0.3647559881210327,0.46446704864501953,,,,,
7,87,1.0,1.7822153568267822,0.09019937366247177,0.4880969226360321,0.42156076431274414,,,,,
7,87,,,,,,1.329545497894287,2.2479195594787598,0.08538766205310822,0.5179855227470398,0.6514979004859924
8,88,2.0,2.2307369709014893,0.09030550718307495,0.6368432641029358,0.5711830854415894,,,,,
8,89,1.25,1.9913159608840942,0.06029988452792168,0.4808211922645569,0.6044976711273193,,,,,
8,90,1.5,2.0885229110717773,0.10671649873256683,0.5416055917739868,0.5066673159599304,,,,,
8,91,1.25,1.706146240234375,0.06813313812017441,0.5546802282333374,0.40540018677711487,,,,,
8,92,1.5,1.4997758865356445,0.031383663415908813,0.5121924877166748,0.415332555770874,,,,,
8,93,2.0,2.830493450164795,0.12334935367107391,0.6920996308326721,0.7608234286308289,,,,,
8,94,1.75,1.5181429386138916,0.038684844970703125,0.595302402973175,0.36470815539360046,,,,,
8,95,1.0,2.00119686126709,0.06873846799135208,0.42286038398742676,0.6173221468925476,,,,,
8,96,1.0,1.7401403188705444,0.058191653341054916,0.4222601056098938,0.5134609937667847,,,,,
8,97,1.5,1.7808151245117188,0.05879848450422287,0.5321423411369324,0.4773401916027069,,,,,
8,98,1.0,1.2811837196350098,0.04681065306067467,0.47388288378715515,0.2866237759590149,,,,,
8,98,,,,,,1.329545497894287,2.2674617767333984,0.09105582535266876,0.5167898535728455,0.6476964354515076
9,99,0.75,1.4479166269302368,0.0542759895324707,0.33980241417884827,0.4183671474456787,,,,,
9,100,1.25,2.0653023719787598,0.11306753009557724,0.511341392993927,0.49431172013282776,,,,,
9,101,0.75,1.694171667098999,0.04372544586658478,0.38149625062942505,0.547024130821228,,,,,
9,102,2.25,1.9853475093841553,0.06320396810770035,0.6769133806228638,0.4962071478366852,,,,,
9,103,0.75,1.5213274955749512,0.06527982652187347,0.3557371199131012,0.4195955693721771,,,,,
9,104,1.25,2.231285572052002,0.07130824029445648,0.49037688970565796,0.6921836733818054,,,,,
9,105,1.25,1.8904118537902832,0.07429526746273041,0.5319017171859741,0.4935168921947479,,,,,
9,106,1.0,1.767478108406067,0.06692937761545181,0.4003020226955414,0.5162646174430847,,,,,
9,107,2.75,2.905841827392578,0.10562285780906677,0.8069178462028503,0.7854048609733582,,,,,
9,108,2.75,2.2561001777648926,0.07238961011171341,0.7461183071136475,0.5740169286727905,,,,,
9,109,1.0,1.620069146156311,0.04809501767158508,0.3742868900299072,0.5026535987854004,,,,,
9,109,,,,,,1.329545497894287,2.189728260040283,0.07387357205152512,0.5127491354942322,0.653805673122406
10,110,1.0,1.803276538848877,0.0993846207857132,0.41730979084968567,0.44452184438705444,,,,,
10,111,1.5,1.925644040107727,0.05676649510860443,0.4796673357486725,0.5810720920562744,,,,,
10,112,1.25,1.6802995204925537,0.07498593628406525,0.519229531288147,0.39307019114494324,,,,,
10,113,1.25,1.9695664644241333,0.09918569773435593,0.5203139781951904,0.4766619801521301,,,,,
10,114,1.0,2.0531110763549805,0.0812363401055336,0.3976386785507202,0.6246452927589417,,,,,
10,115,2.0,2.3878660202026367,0.08135835826396942,0.6326997876167297,0.6741871237754822,,,,,
10,116,1.25,1.8641016483306885,0.06314952671527863,0.4139215648174286,0.5672162175178528,,,,,
10,117,1.0,2.168036937713623,0.08943647146224976,0.43097686767578125,0.6449388265609741,,,,,
10,118,0.75,1.5665478706359863,0.06538613140583038,0.3635568618774414,0.4380301833152771,,,,,
10,119,1.25,1.9213204383850098,0.06283742189407349,0.438131183385849,0.5845010876655579,,,,,
10,120,1.5,1.6650187969207764,0.06625615060329437,0.5352556109428406,0.39924120903015137,,,,,
10,120,,,,,,1.329545497894287,2.1518137454986572,0.07908007502555847,0.5072467923164368,0.6245831251144409
11,121,1.25,2.3658299446105957,0.12324260920286179,0.4695468544960022,0.6400350332260132,,,,,
11,122,1.0,2.1204986572265625,0.055272579193115234,0.431768536567688,0.7061835527420044,,,,,
11,123,2.0,1.7439299821853638,0.05354781076312065,0.6132515668869019,0.4314696788787842,,,,,
11,124,1.5,1.8810038566589355,0.06326878070831299,0.5405054092407227,0.512077271938324,,,,,
11,125,1.0,1.3903383016586304,0.034960292279720306,0.3872017562389374,0.41416752338409424,,,,,
11,126,1.5,1.7744526863098145,0.04417744278907776,0.5145149230957031,0.5195252895355225,,,,,
11,127,1.0,1.5736122131347656,0.04566605016589165,0.4448585510253906,0.45021170377731323,,,,,
11,128,1.0,1.695789098739624,0.08188846707344055,0.39645057916641235,0.44494807720184326,,,,,
11,129,1.5,1.8739383220672607,0.06259223818778992,0.5113176107406616,0.5248297452926636,,,,,
11,130,1.0,2.2133288383483887,0.10011199861764908,0.3876599669456482,0.6625545024871826,,,,,
11,131,0.5,2.403933048248291,0.17780126631259918,0.24820955097675323,0.6333585977554321,,,,,
11,131,,,,,,1.329545497894287,2.1615726947784424,0.08022361993789673,0.49961721897125244,0.6304187178611755
12,132,1.25,1.2980848550796509,0.04925091192126274,0.4384072721004486,0.30671149492263794,,,,,
12,133,1.75,2.2101902961730957,0.09049180895090103,0.5898101329803467,0.5839605331420898,,,,,
12,134,1.5,1.7147905826568604,0.06643587350845337,0.6074553728103638,0.3875778913497925,,,,,
12,135,1.0,1.6625299453735352,0.04630943387746811,0.42667123675346375,0.5021557807922363,,,,,
12,136,1.25,1.5661883354187012,0.054979052394628525,0.46680110692977905,0.4122459590435028,,,,,
12,137,1.5,1.8110742568969727,0.0871780514717102,0.49415144324302673,0.44051632285118103,,,,,
12,138,1.75,2.116927146911621,0.0663919448852539,0.5459717512130737,0.6194978952407837,,,,,
12,139,0.75,1.8248943090438843,0.05212106555700302,0.34921836853027344,0.6075353026390076,,,,,
12,140,1.5,2.599975347518921,0.12528055906295776,0.5807152390480042,0.696428656578064,,,,,
12,141,1.0,2.0085055828094482,0.08878925442695618,0.396004319190979,0.5842775106430054,,,,,
12,142,1.0,1.8645192384719849,0.0734306201338768,0.4156506657600403,0.54085773229599,,,,,
12,142,,,,,,1.329545497894287,2.1394264698028564,0.08228221535682678,0.4949556291103363,0.6165298223495483
13,143,1.0,1.5939034223556519,0.05142516270279884,0.40667906403541565,0.46504926681518555,,,,,
13,144,1.75,1.7518621683120728,0.050833575427532196,0.5922205448150635,0.45273685455322266,,,,,
13,145,1.0,1.1983695030212402,0.030800210312008858,0.385426789522171,0.32947084307670593,,,,,
13,146,1.75,1.7936134338378906,0.04858724772930145,0.5231274366378784,0.5137748718261719,,,,,
13,147,1.25,1.9208872318267822,0.06938792765140533,0.43523526191711426,0.5693561434745789,,,,,
13,148,0.75,1.1478157043457031,0.03500624746084213,0.31110769510269165,0.3308383822441101,,,,,
13,149,1.25,2.4455480575561523,0.1112292930483818,0.4499381482601166,0.7197317481040955,,,,,
13,150,1.25,2.0009851455688477,0.08405032008886337,0.4554142653942108,0.5626596808433533,,,,,
13,151,1.0,1.6366279125213623,0.0427883118391037,0.3653373718261719,0.5286744832992554,,,,,
13,152,1.75,2.033207416534424,0.05356522276997566,0.540790855884552,0.6122951507568359,,,,,
13,153,1.5,1.6979939937591553,0.03448009490966797,0.4746062159538269,0.5254936218261719,,,,,
13,153,,,,,,1.329545497894287,2.2034788131713867,0.08885365724563599,0.4857409596443176,0.636734664440155
14,154,1.25,1.879264235496521,0.060205068439245224,0.4406293034553528,0.5688048005104065,,,,,
14,155,1.0,1.1355009078979492,0.04765167832374573,0.37079527974128723,0.2632235884666443,,,,,
14,156,1.25,2.004032850265503,0.06862343847751617,0.4570464789867401,0.6019346117973328,,,,,
14,157,1.5,1.676985263824463,0.042537443339824677,0.45121362805366516,0.5065422058105469,,,,,
14,158,1.0,1.4114965200424194,0.045332424342632294,0.41757646203041077,0.3836289644241333,,,,,
14,159,2.0,1.803615689277649,0.043078094720840454,0.5443782210350037,0.5219234824180603,,,,,
14,160,1.5,2.7446718215942383,0.1206422969698906,0.5146615505218506,0.8133994340896606,,,,,
14,161,1.25,1.7207598686218262,0.06873389333486557,0.438054621219635,0.46951791644096375,,,,,
14,162,1.25,2.0143580436706543,0.09671486914157867,0.5154243111610413,0.5076797604560852,,,,,
14,163,1.0,1.5461766719818115,0.06768336147069931,0.3762816786766052,0.41573911905288696,,,,,
14,164,1.0,1.648629903793335,0.06152477115392685,0.3751131296157837,0.4829464256763458,,,,,
14,164,,,,,,1.329545497894287,2.10404896736145,0.07892876863479614,0.4950268864631653,0.6071892380714417
15,165,1.25,2.0968432426452637,0.08382724225521088,0.4235692024230957,0.6270689368247986,,,,,
15,166,1.0,1.4588555097579956,0.07566065341234207,0.366971880197525,0.3567901849746704,,,,,
15,167,1.0,1.9433397054672241,0.0678289383649826,0.4599490463733673,0.5721229910850525,,,,,
15,168,1.0,2.082899570465088,0.11264778673648834,0.4358867406845093,0.5418869256973267,,,,,
15,169,1.0,1.6450424194335938,0.047844670712947845,0.36950668692588806,0.5181561708450317,,,,,
15,170,1.25,1.6137889623641968,0.05447499081492424,0.46841272711753845,0.4365006387233734,,,,,
15,171,1.75,1.890392541885376,0.0651128813624382,0.5379732251167297,0.5134274363517761,,,,,
15,172,0.75,1.1531710624694824,0.02797531709074974,0.3116779029369354,0.350808322429657,,,,,
15,173,1.0,1.7965245246887207,0.07392235845327377,0.41687512397766113,0.5050187706947327,,,,,
15,174,1.0,1.6597833633422852,0.06983748823404312,0.4213196337223053,0.44463813304901123,,,,,
15,175,1.0,1.9379634857177734,0.07446278631687164,0.44373607635498047,0.5609567165374756,,,,,
15,175,,,,,,1.329545497894287,2.0298960208892822,0.07520235329866409,0.48371097445487976,0.5850867033004761
16,176,1.75,2.015139102935791,0.06805747747421265,0.5000399351119995,0.5874059200286865,,,,,
16,177,1.0,1.4761407375335693,0.03782717138528824,0.41648900508880615,0.4352579116821289,,,,,
16,178,1.0,1.6452714204788208,0.04249308258295059,0.41826167702674866,0.5072721838951111,,,,,
16,179,1.75,1.4011422395706177,0.03183053061366081,0.6069113612174988,0.3175390958786011,,,,,
16,180,2.25,2.0436360836029053,0.05963850021362305,0.6357950568199158,0.5548242330551147,,,,,
16,181,1.0,1.698564052581787,0.05873481184244156,0.36807703971862793,0.5184065103530884,,,,,
16,182,1.25,1.3098509311676025,0.053007375448942184,0.4223378598690033,0.3112381398677826,,,,,
16,183,2.25,1.8832008838653564,0.05871754139661789,0.6421745419502258,0.4737193286418915,,,,,
16,184,1.25,1.1814930438995361,0.029622048139572144,0.4624955356121063,0.28544360399246216,,,,,
16,185,1.0,1.643174171447754,0.06820403039455414,0.4359840154647827,0.43308496475219727,,,,,
16,186,2.0,1.7978023290634155,0.053924694657325745,0.6859113574028015,0.42113375663757324,,,,,
16,186,,,,,,1.329545497894287,2.024620771408081,0.07603638619184494,0.4819031059741974,0.581267774105072
17,187,1.5,2.118234157562256,0.0621168427169323,0.5681038498878479,0.6197730302810669,,,,,
17,188,1.25,1.5922214984893799,0.058218635618686676,0.40813377499580383,0.44649726152420044,,,,,
17,189,1.25,1.650451898574829,0.06220864877104759,0.4516931474208832,0.44385772943496704,,,,,
17,190,1.0,1.4920680522918701,0.034887269139289856,0.365259051322937,0.4761863350868225,,,,,
17,191,0.5,2.01818585395813,0.13969938457012177,0.25649136304855347,0.5315988063812256,,,,,
17,192,1.25,1.5934998989105225,0.06146714836359024,0.4230044186115265,0.4315798878669739,,,,,
17,193,1.0,1.284916639328003,0.04041409492492676,0.4082670211791992,0.33728960156440735,,,,,
17,194,2.25,1.8962147235870361,0.04487108066678047,0.7107901573181152,0.48053455352783203,,,,,
17,195,1.0,1.3086826801300049,0.036366380751132965,0.39669063687324524,0.3650800287723541,,,,,
17,196,1.0,1.2120468616485596,0.03442686051130295,0.3797767162322998,0.330067902803421,,,,,
17,197,1.5,2.076618194580078,0.14506903290748596,0.620689868927002,0.36529165506362915,,,,,
17,197,,,,,,1.329545497894287,1.9454418420791626,0.07121498882770538,0.48357582092285156,0.552895724773407
18,198,1.0,1.3813860416412354,0.04913518950343132,0.4145055413246155,0.3606022596359253,,,,,
18,199,1.75,1.697151780128479,0.05268983542919159,0.5715126395225525,0.4310949742794037,,,,,
18,200,1.75,1.4128451347351074,0.04780169576406479,0.570724368095398,0.30155616998672485,,,,,
18,201,1.75,1.760032296180725,0.05913396552205086,0.5645378232002258,0.44991230964660645,,,,,
18,202,1.0,1.0672844648361206,0.03315501660108566,0.384175181388855,0.25866711139678955,,,,,
18,203,1.25,1.8004964590072632,0.05857313796877861,0.46029868721961975,0.5236660242080688,,,,,
18,204,1.25,1.3845877647399902,0.03911193832755089,0.4934520125389099,0.3477880358695984,,,,,
18,205,1.5,1.9241732358932495,0.05652787536382675,0.4622206389904022,0.5896565914154053,,,,,
18,206,1.25,1.3603606224060059,0.04211447760462761,0.3656845986843109,0.3920517861843109,,,,,
18,207,1.0,1.703389048576355,0.062154851853847504,0.4209703803062439,0.4858222007751465,,,,,
18,208,1.0,1.2588016986846924,0.0513172410428524,0.4593092203140259,0.2714531123638153,,,,,
18,208,,,,,,1.329545497894287,1.9196650981903076,0.0682784840464592,0.48024827241897583,0.5490121841430664
19,209,1.5,1.2531529664993286,0.03690123185515404,0.42383307218551636,0.3224068582057953,,,,,
19,210,1.0,1.296457290649414,0.03426983579993248,0.46486029028892517,0.3301239013671875,,,,,
19,211,1.0,1.3739126920700073,0.05081518739461899,0.3517518937587738,0.3840424418449402,,,,,
19,212,1.0,1.4412258863449097,0.04437213018536568,0.4378296136856079,0.39076781272888184,,,,,
19,213,1.0,1.6994333267211914,0.05773060396313667,0.4334185719490051,0.4886808395385742,,,,,
19,214,1.0,2.302279233932495,0.10590893030166626,0.4057393968105316,0.6834976077079773,,,,,
19,215,1.0,1.274432897567749,0.039668623358011246,0.43754732608795166,0.3192712366580963,,,,,
19,216,1.5,1.5139706134796143,0.038824114948511124,0.45071572065353394,0.4345671832561493,,,,,
19,217,1.0,0.9719292521476746,0.025329502299427986,0.3744387924671173,0.23542147874832153,,,,,
19,218,1.0,1.512047290802002,0.0527096763253212,0.36123162508010864,0.44363367557525635,,,,,
19,219,1.0,1.3840229511260986,0.0438566580414772,0.40482470393180847,0.3799574673175812,,,,,
19,219,,,,,,1.329545497894287,1.925716757774353,0.06568244099617004,0.48009222745895386,0.5586061477661133
20,220,2.0,1.6895670890808105,0.02869504503905773,0.5528672337532043,0.4966123104095459,,,,,
20,221,1.75,1.2599623203277588,0.04872055724263191,0.48411446809768677,0.2661225497722626,,,,,
20,222,0.75,1.0927038192749023,0.05392434820532799,0.31753483414649963,0.252773642539978,,,,,
20,223,1.25,1.5497770309448242,0.034626372158527374,0.43492382764816284,0.47086068987846375,,,,,
20,224,1.75,1.9905204772949219,0.05422358214855194,0.5465856194496155,0.5864084362983704,,,,,
20,225,1.25,1.6568007469177246,0.05750518664717674,0.5243163704872131,0.42247921228408813,,,,,
20,226,1.75,1.5443177223205566,0.04708351567387581,0.5141201019287109,0.3973900377750397,,,,,
20,227,1.25,1.0260118246078491,0.02081598900258541,0.37951961159706116,0.2712061405181885,,,,,
20,228,1.25,1.8362958431243896,0.10874440521001816,0.476565420627594,0.40800413489341736,,,,,
20,229,1.25,2.1464381217956543,0.06387405097484589,0.5119231343269348,0.657572329044342,,,,,
20,230,1.0,1.7752026319503784,0.0477571040391922,0.4250851571559906,0.5556659698486328,,,,,
20,230,,,,,,1.329545497894287,1.9286750555038452,0.06785812973976135,0.47636672854423523,0.5565087795257568
21,231,1.25,1.4822874069213867,0.03441131114959717,0.4775604009628296,0.41633519530296326,,,,,
21,232,1.25,1.46638822555542,0.03675568476319313,0.47039148211479187,0.40610915422439575,,,,,
21,233,1.0,1.680398941040039,0.047801077365875244,0.4005378186702728,0.5204278826713562,,,,,
21,234,1.5,2.021244525909424,0.11044832319021225,0.4989885091781616,0.48500722646713257,,,,,
21,235,1.25,1.6803629398345947,0.038231417536735535,0.4670269191265106,0.5110895037651062,,,,,
21,236,1.0,1.3050925731658936,0.039358049631118774,0.3864850103855133,0.3609086275100708,,,,,
21,237,1.0,1.1646547317504883,0.024946575984358788,0.4177657961845398,0.3110780417919159,,,,,
21,238,1.25,1.7185165882110596,0.03720517084002495,0.4512825906276703,0.5406040549278259,,,,,
21,239,2.25,2.1729021072387695,0.10703092068433762,0.5542730689048767,0.5417371988296509,,,,,
21,240,1.5,1.8649696111679077,0.05778174102306366,0.46288001537323,0.5565904378890991,,,,,
21,241,1.0,1.849057912826538,0.05687578022480011,0.37558233737945557,0.5945483446121216,,,,,
21,241,,,,,,1.329545497894287,1.8597275018692017,0.06446879357099533,0.479593962430954,0.5288949608802795
22,242,1.5,1.4510672092437744,0.04842405766248703,0.438427209854126,0.38525983691215515,,,,,
22,243,1.0,1.2159783840179443,0.0342743843793869,0.4070940911769867,0.31875622272491455,,,,,
22,244,1.0,1.2886996269226074,0.04610854387283325,0.3563915491104126,0.3508826494216919,,,,,
22,245,0.75,1.1304208040237427,0.027834225445985794,0.2971351444721222,0.3470572829246521,,,,,
22,246,1.5,1.3398364782333374,0.02971719764173031,0.5331752896308899,0.329037606716156,,,,,
22,247,1.25,1.3983638286590576,0.04430953785777092,0.4695354104042053,0.3536403775215149,,,,,
22,248,2.0,1.3629112243652344,0.02909056842327118,0.581170916557312,0.31814372539520264,,,,,
22,249,1.0,1.1028718948364258,0.03326253592967987,0.4246116876602173,0.255973756313324,,,,,
22,250,1.0,1.1755125522613525,0.031110677868127823,0.4289073348045349,0.2955258786678314,,,,,
22,251,1.5,2.151271104812622,0.04721115157008171,0.5655761957168579,0.6748195886611938,,,,,
22,252,3.0,1.7305257320404053,0.05454801768064499,0.6949781775474548,0.38140374422073364,,,,,
22,252,,,,,,1.329545497894287,1.9847222566604614,0.06992574781179428,0.47581082582473755,0.5796412825584412
23,253,1.0,0.9738118648529053,0.021865468472242355,0.39532119035720825,0.23458163440227509,,,,,
23,254,1.5,1.555846929550171,0.043472789227962494,0.5369375944137573,0.40077266097068787,,,,,
23,255,1.75,1.2610574960708618,0.029778797179460526,0.5599950551986694,0.2760842442512512,,,,,
23,256,1.25,1.5666303634643555,0.043844886124134064,0.4578392803668976,0.4447833001613617,,,,,
23,257,1.0,1.2322094440460205,0.03646667301654816,0.41452059149742126,0.31767773628234863,,,,,
23,258,1.25,1.5223219394683838,0.0419805683195591,0.4076418876647949,0.45238858461380005,,,,,
23,259,1.25,0.9625287055969238,0.025592396035790443,0.43692073225975037,0.198823019862175,,,,,
